3,1,2019-10-27
1,2,2019-10-27
3,3,2019-10-27
3,4,2019-10-27
1,5,2019-10-27
2,6,2019-10-27
2,7,2019-10-27
2,8,2019-10-27
2,9,2019-10-27
2,10,2019-10-27
1,11,2019-10-27
3,12,2019-10-27
3,13,2019-10-27
2,14,2019-10-27
2,15,2019-10-27
2,16,2019-10-27
1,17,2019-10-27
1,18,2019-10-27
2,19,2019-10-27
3,20,2019-10-27
3,21,2019-10-27
3,22,2019-10-27
2,23,2019-10-27
3,24,2019-10-27
3,25,2019-10-27
2,26,2019-10-27
3,27,2019-10-27
1,28,2019-10-27
1,29,2019-10-27
1,30,2019-10-27
3,31,2019-10-27
3,32,2019-10-27
2,33,2019-10-27
2,34,2019-10-27
1,35,2019-10-27
2,36,2019-10-27
1,37,2019-10-27
2,38,2019-10-27
2,39,2019-10-27
2,40,2019-10-27
2,41,2019-10-27
1,42,2019-10-27
1,43,2019-10-27
3,44,2019-10-27
2,45,2019-10-27
3,46,2019-10-27
3,47,2019-10-27
1,48,2019-10-27
1,49,2019-10-27
2,50,2019-10-27
2,51,2019-10-27
2,52,2019-10-27
3,53,2019-10-27
3,54,2019-10-27
1,55,2019-10-27
3,56,2019-10-27
1,57,2019-10-27
3,58,2019-10-27
2,59,2019-10-27
2,60,2019-10-27
6,61,2019-10-27
6,62,2019-10-27
5,63,2019-10-27
6,64,2019-10-27
6,65,2019-10-27
4,66,2019-10-27
6,67,2019-10-27
4,68,2019-10-27
4,69,2019-10-27
4,70,2019-10-27
4,71,2019-10-27
4,72,2019-10-27
6,73,2019-10-27
4,74,2019-10-27
6,75,2019-10-27
6,76,2019-10-27
5,77,2019-10-27
5,78,2019-10-27
5,79,2019-10-27
6,80,2019-10-27
4,81,2019-10-27
5,82,2019-10-27
6,83,2019-10-27
4,84,2019-10-27
5,85,2019-10-27
5,86,2019-10-27
5,87,2019-10-27
5,88,2019-10-27
4,89,2019-10-27
4,90,2019-10-27
4,91,2019-10-27
6,92,2019-10-27
4,93,2019-10-27
5,94,2019-10-27
5,95,2019-10-27
4,96,2019-10-27
4,97,2019-10-27
5,98,2019-10-27
6,99,2019-10-27
6,100,2019-10-27
4,101,2019-10-27
5,102,2019-10-27
6,103,2019-10-27
6,104,2019-10-27
5,105,2019-10-27
6,106,2019-10-27
4,107,2019-10-27
6,108,2019-10-27
5,109,2019-10-27
5,110,2019-10-27
4,111,2019-10-27
4,112,2019-10-27
4,113,2019-10-27
5,114,2019-10-27
6,115,2019-10-27
4,116,2019-10-27
6,117,2019-10-27
6,118,2019-10-27
5,119,2019-10-27
6,120,2019-10-27
8,121,2019-10-27
8,122,2019-10-27
7,123,2019-10-27
9,124,2019-10-27
9,125,2019-10-27
8,126,2019-10-27
7,127,2019-10-27
7,128,2019-10-27
8,129,2019-10-27
7,130,2019-10-27
8,131,2019-10-27
8,132,2019-10-27
7,133,2019-10-27
7,134,2019-10-27
7,135,2019-10-27
8,136,2019-10-27
7,137,2019-10-27
9,138,2019-10-27
9,139,2019-10-27
8,140,2019-10-27
9,141,2019-10-27
7,142,2019-10-27
8,143,2019-10-27
7,144,2019-10-27
8,145,2019-10-27
9,146,2019-10-27
8,147,2019-10-27
7,148,2019-10-27
9,149,2019-10-27
8,150,2019-10-27
8,151,2019-10-27
9,152,2019-10-27
9,153,2019-10-27
9,154,2019-10-27
8,155,2019-10-27
7,156,2019-10-27
7,157,2019-10-27
7,158,2019-10-27
9,159,2019-10-27
9,160,2019-10-27
8,161,2019-10-27
7,162,2019-10-27
9,163,2019-10-27
8,164,2019-10-27
8,165,2019-10-27
8,166,2019-10-27
9,167,2019-10-27
8,168,2019-10-27
7,169,2019-10-27
7,170,2019-10-27
9,171,2019-10-27
9,172,2019-10-27
9,173,2019-10-27
9,174,2019-10-27
9,175,2019-10-27
7,176,2019-10-27
7,177,2019-10-27
8,178,2019-10-27
8,179,2019-10-27
9,180,2019-10-27
10,181,2019-10-27
11,182,2019-10-27
11,183,2019-10-27
10,184,2019-10-27
12,185,2019-10-27
12,186,2019-10-27
10,187,2019-10-27
12,188,2019-10-27
12,189,2019-10-27
11,190,2019-10-27
12,191,2019-10-27
12,192,2019-10-27
10,193,2019-10-27
11,194,2019-10-27
10,195,2019-10-27
12,196,2019-10-27
11,197,2019-10-27
11,198,2019-10-27
10,199,2019-10-27
12,200,2019-10-27
10,201,2019-10-27
11,202,2019-10-27
12,203,2019-10-27
12,204,2019-10-27
10,205,2019-10-27
12,206,2019-10-27
10,207,2019-10-27
10,208,2019-10-27
10,209,2019-10-27
10,210,2019-10-27
11,211,2019-10-27
10,212,2019-10-27
12,213,2019-10-27
12,214,2019-10-27
10,215,2019-10-27
11,216,2019-10-27
10,217,2019-10-27
11,218,2019-10-27
10,219,2019-10-27
10,220,2019-10-27
12,221,2019-10-27
12,222,2019-10-27
11,223,2019-10-27
10,224,2019-10-27
11,225,2019-10-27
11,226,2019-10-27
12,227,2019-10-27
10,228,2019-10-27
12,229,2019-10-27
12,230,2019-10-27
10,231,2019-10-27
12,232,2019-10-27
11,233,2019-10-27
10,234,2019-10-27
10,235,2019-10-27
11,236,2019-10-27
12,237,2019-10-27
11,238,2019-10-27
12,239,2019-10-27
